entity,paper_id
virus,85:Virus Levels In Different Organs And Immunohistochemistry ::: Results:11
virus,85:Virus Levels In Different Organs And Immunohistochemistry ::: Results:11
human,85:Discussion:12
macaques,85:Discussion:12
ZEBOV,85:Discussion:12
virus,85:Discussion:12
animals,85:Discussion:12
animal,85:Discussion:12
macaque,85:Discussion:12
viral,85:Discussion:12
EBOV,85:Discussion:13
virus,85:Discussion:13
individuals,85:Discussion:13
virus,85:Discussion:13
EBOV,85:Discussion:14
macaques,85:Discussion:14
EBOV,85:Discussion:14
virus,85:Discussion:14
ZEBOV,85:Discussion:14
guinea pig,85:Discussion:14
viral,85:Discussion:14
EBOV,85:Discussion:14
primates,85:Discussion:14
virions,85:Discussion:14
human,85:Discussion:14
guinea pig,85:Discussion:14
viral,85:Discussion:15
macaques,85:Discussion:15
EBOV,85:Discussion:15
human,85:Passive Transfer Experiment. ::: Materials And Methods:16
rhesus macaques,85:Passive Transfer Experiment. ::: Materials And Methods:16
ZEBOV,85:Passive Transfer Experiment. ::: Materials And Methods:16
monkey,85:Passive Transfer Experiment. ::: Materials And Methods:16
animals,85:Passive Transfer Experiment. ::: Materials And Methods:16
Ebola virus,85:Passive Transfer Experiment. ::: Materials And Methods:16
Animals,85:Passive Transfer Experiment. ::: Materials And Methods:17
animals,85:Passive Transfer Experiment. ::: Materials And Methods:17
animal,85:Passive Transfer Experiment. ::: Materials And Methods:17
animal,85:Passive Transfer Experiment. ::: Materials And Methods:17
animals,85:Passive Transfer Experiment. ::: Materials And Methods:17
sodium dodecyl sulfate-polyacrylamide,85:Antibody Purification. ::: Materials And Methods:18
viral,85:Viremia Determined By Plaque Assay. ::: Materials And Methods:19
virus,85:Viremia Determined By Plaque Assay. ::: Materials And Methods:19
bovine,85:Neutralization Assay. ::: Materials And Methods:20
CO2,85:Neutralization Assay. ::: Materials And Methods:20
HEPES,85:Neutralization Assay. ::: Materials And Methods:20
agarose,85:Neutralization Assay. ::: Materials And Methods:20
mammalian,85:Elisa. ::: Materials And Methods:21
Ebola,85:Elisa. ::: Materials And Methods:21
Monkey,85:Elisa. ::: Materials And Methods:21
goat,85:Elisa. ::: Materials And Methods:21
alkaline,85:Elisa. ::: Materials And Methods:21
pH,85:Elisa. ::: Materials And Methods:21
ethanols,85:Immunohistochemistry. ::: Materials And Methods:22
mouse,85:Immunohistochemistry. ::: Materials And Methods:22
EBOV,85:Immunohistochemistry. ::: Materials And Methods:22
alkaline,85:Immunohistochemistry. ::: Materials And Methods:22
alkaline,85:Immunohistochemistry. ::: Materials And Methods:22
acid,85:Immunohistochemistry. ::: Materials And Methods:22
EBOV-infected cynomolgus,85:Immunohistochemistry. ::: Materials And Methods:22
virus,85:Immunohistochemistry. ::: Materials And Methods:22
cynomolgus macaque,85:Immunohistochemistry. ::: Materials And Methods:22
Human,85:Caption:23
Rhesus Macaques,85:Caption:23
ZEBOV,85:Caption:23
ZEBOV,85:Caption:23
Viral,85:Caption:24
Rhesus Macaques,85:Caption:24
monkeys,85:Caption:25
animal,85:Caption:25
EHD,85:Caption:25
human,85:Caption:25
rhesus macaques,85:Caption:25
ZEBOV,85:Caption:25
monkeys,85:Caption:26
ZEBOV,85:Caption:26
bacterial colonies,70:Context Of This Work ::: Background:2
SIRP,70:Design Of Epiflex ::: Background:6
SIRP,70:Design Of Epiflex ::: Background:6
SIRP,70:Design Of Epiflex ::: Background:6
SIRP,70:Design Of Epiflex ::: Background:8
Hyman-LaForce,70:Design Of Epiflex ::: Background:8
IIncubation,70:Monte Carlo Inputs To Disease Model ::: Models And Methods:13
IProdromal,70:Monte Carlo Inputs To Disease Model ::: Models And Methods:13
IManifestation,70:Monte Carlo Inputs To Disease Model ::: Models And Methods:13
p/q,70:Cauchy Distribution ::: Models And Methods:28
infectable hosts,70:Processing Time Is Primarily The Series Sum Of Infection Modeling Events ::: Models And Methods:35
Kong/68 H3,70:Comparison Of Percentage Infected With California Surveillance Data And Other Seroprevalence ::: Comparisons With Real World Data And A Mathematical Model ::: Discussion:53
SIRP,70:Comparison With Sirp Classical Modeling ::: Comparisons With Real World Data And A Mathematical Model ::: Discussion:54
SIRP,70:Sirp:70
SIRP,70:Sirp:70
SIRP,70:Sirp:71
influenza antigens,70:Sirp:71
Multi-city SIRP,70:Sirp:72
SIRP,70:Disease Component ::: Epiflex Component Developments ::: Appendix:79
home cells,70:Location Component ::: Epiflex Component Developments ::: Appendix:84
N cells,70:Cycle ::: Walkthrough ::: Appendix:105
SIRP,70:Caption:109
IProdromal,70:Caption:109
IManifestation,70:Caption:109
IChronic,70:Caption:109
SIRP,70:Caption:110
Multi-city SIRP,70:Caption:110
Upper white line,70:Caption:120
green line,70:Caption:121
death,97:Introduction:2
"H5N1 avian influenza virus (HPAI), which originated in Southeast Asia and has since spread globally, has resulted in 166 deaths (272 confirmed human cases) as of February 6, 2007 (http://www.who.int/en/). The global emergence of this virus has brought renewed urgency",97:Introduction:2
Infections,97:Detection Of Infections With More Than One Virus And Emerging Genetic Variants ::: Results:12
co-infections,97:Discussion:16
infections,97:Discussion:19
Endo IV,79:Abstract:1
cleavage enzymes,79:Introduction:2
5′-nuclease polymerase,79:Introduction:2
5′-nuclease,79:Introduction:2
DNAzymes,79:Introduction:2
reverse transcriptase,79:Introduction:2
RNase H,79:Introduction:2
DNA-dependent RNA polymerase,79:Introduction:2
8),79:Introduction:2
RNase H,79:Introduction:2
AP endonucleases,79:Introduction:3
Class II AP endonucleases,79:Introduction:3
human apurinic endonuclease,79:Introduction:3
AP endonucleases,79:Introduction:4
Endo IV,79:Introduction:4
Endo IV,79:Introduction:4
endonuclease IV,79:Introduction:5
enzyme,79:Introduction:5
Class II AP endonuclease,79:Introduction:5
3′ terminal phosphodiesterase,79:Introduction:5
Endo IV,79:Introduction:5
exonuclease III,79:Introduction:5
endonuclease,79:Introduction:5
E.coli,79:Introduction:5
exonuclease,79:Introduction:5
E.coli Endo IV,79:Introduction:5
pore glass(CPG,79:Synthesis Of Fluorophore-Modified Controlled Pore Glass Supports ::: Materials And Methods:8
HBr/HOAc,79:Synthesis Of The Dye-Modified Cpg Supports ::: Materials And Methods:12
–c,79:Synthesis Of The Dye-Modified Cpg Supports ::: Materials And Methods:13
Endo IV,79:Optimization Of Endo Iv Enzyme Activity ::: Materials And Methods:15
E.coli Endo IV,79:Optimization Of Endo Iv Enzyme Activity ::: Materials And Methods:15
JumpStart Taq ReadyMix,79:Pcr ::: Endo Iv Assay:16
endo IV,79:Post-Pcr Endo Iv Reaction ::: Endo Iv Assay:18
VIC,79:Post-Pcr Endo Iv Reaction ::: Endo Iv Assay:18
FL2,79:Post-Pcr Endo Iv Reaction ::: Endo Iv Assay:18
FL3,79:Post-Pcr Endo Iv Reaction ::: Endo Iv Assay:18
FL4,79:Post-Pcr Endo Iv Reaction ::: Endo Iv Assay:18
Endo IV,79:Endo Iv Assay ::: Results:22
E.coli Endo IV,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
Endo IV,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
Endo IV,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
∼5–8,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
Endo IV,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
Na,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
K,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
Rb,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
Endo IV,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
∼30,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
∼600,79:Optimization Of Endo Iv Enzyme Activity ::: Results:23
FL2,79:Optimization Of Fluorophore And Linker Structures ::: Results:24
FL3,79:Optimization Of Fluorophore And Linker Structures ::: Results:24
III,79:Optimization Of Fluorophore And Linker Structures ::: Results:24
FL3,79:Optimization Of Fluorophore And Linker Structures ::: Results:24
III,79:Optimization Of Fluorophore And Linker Structures ::: Results:25
FL2,79:Optimization Of Fluorophore And Linker Structures ::: Results:25
FL3,79:Optimization Of Fluorophore And Linker Structures ::: Results:25
hydroxyprolinol linker,79:Optimization Of Fluorophore And Linker Structures ::: Results:25
III,79:Optimization Of Fluorophore And Linker Structures ::: Results:25
Endo IV,79:Optimization Of Fluorophore And Linker Structures ::: Results:25
Endo IV,79:Optimization Of Fluorophore And Linker Structures ::: Results:26
∼80,79:Enhancer Optimization ::: Results:29
Endo IV,79:Determination Of Assay Sensitivity ::: Results:31
Endo IV,79:Mismatch Discrimination ::: Results:32
Endo IV,79:Mismatch Discrimination ::: Results:32
NTC,79:Mismatch Discrimination ::: Results:32
Endo IV,79:Mismatch Discrimination ::: Results:33
Endo IV enzyme,79:Mismatch Discrimination ::: Results:33
I–III,79:Mismatch Discrimination ::: Results:33
Endo IV,79:Mismatch Discrimination ::: Results:33
Endo IV,79:Post-Pcr Endo Iv Genotyping ::: Results:34
Endo IV enzyme,79:Post-Pcr Endo Iv Genotyping ::: Results:34
protein,79:Post-Pcr Endo Iv Genotyping ::: Results:34
FL1,79:Post-Pcr Endo Iv Genotyping ::: Results:34
FL3,79:Post-Pcr Endo Iv Genotyping ::: Results:34
APC-03,79:Post-Pcr Endo Iv Genotyping ::: Results:35
Endo IV enzyme,79:Post-Pcr Endo Iv Genotyping ::: Results:36
Endo IV,79:Post-Pcr Endo Iv Genotyping ::: Results:36
Endo IV,79:Post-Pcr Endo Iv Genotyping ::: Results:36
Endo IV enzyme,79:Conclusions:37
E.coli,79:Conclusions:37
Endo IV enzyme,79:Conclusions:37
Endo IV,79:Conclusions:37
Endo IV,79:Conclusions:37
1–6,79:Conclusions:37
Endo IV,79:Conclusions:38
Post-PCR Endo IV,79:Conclusions:38
Endo IV,79:Conclusions:38
AP endonuclease,79:Caption:41
Endo IV,79:Caption:42
substrate complex,79:Caption:42
FL1,79:Caption:42
Endo IV,79:Caption:42
U/μl enzyme,79:Caption:46
NTC,79:Caption:47
infectious disease,100:Background:2
pandemic influenza [5].,100:Background:2
infection,100:Surveillance And Investigation ::: Common Themes ::: Results:13
confusion,100:Surveillance And Investigation ::: Common Themes ::: Results:14
confusion,100:Surveillance And Investigation ::: Common Themes ::: Results:14
anxiety,100:Communications ::: Common Themes ::: Results:15
Pandemic Influenza,84:Title:0
influenza,84:Abstract:1
influenza,84:Abstract:1
influenza,84:Abstract:1
influenza,84:Introduction:2
influenza,84:Introduction:2
influenza,84:Introduction:2
influenza,84:Introduction:3
influenza,84:General ::: Methods:6
influenza,84:General ::: Methods:6
human-to-human,84:General ::: Methods:6
influenza,84:Infected Travelers ::: Methods:8
individuals,84:Infected Travelers ::: Methods:8
individuals,84:Traveler Screening At Departure ::: Methods:10
viral,84:In-Flight Transmission ::: Methods:11
influenza,84:Transmission Chains Initiated By Infected Arrivals ::: Methods:14
individuals,84:Transmission Chains Initiated By Infected Arrivals ::: Methods:14
individuals,84:Probability That An Undetected Infected Traveler Initiates A Major Epidemic ::: Methods:16
individuals,84:Probability That An Undetected Infected Traveler Initiates A Major Epidemic ::: Methods:16
influenza,84:Probability That An Undetected Infected Traveler Initiates A Major Epidemic ::: Methods:16
individuals,84:Probability That An Undetected Infected Traveler Initiates A Major Epidemic ::: Methods:16
individuals,84:Probability That An Undetected Infected Traveler Initiates A Major Epidemic ::: Methods:16
individuals,84:The Time Until An Epidemic Gathers Momentum In The At-Risk Country ::: Results:22
individuals,84:The Time Until An Epidemic Gathers Momentum In The At-Risk Country ::: Results:22
individuals,84:The Time Until An Epidemic Gathers Momentum In The At-Risk Country ::: Results:22
individuals,84:The Time Until An Epidemic Gathers Momentum In The At-Risk Country ::: Results:23
influenza,84:Discussion:28
individuals,84:Discussion:28
influenza virus,84:Discussion:29
individuals,84:Discussion:30
influenza,84:Discussion:31
influenza,84:Discussion:31
influenza,84:Discussion:31
influenza,84:Discussion:32
influenza virus,84:Discussion:32
individuals,84:Discussion:32
influenza,84:Discussion:34
influenza,84:Discussion:34
individuals,84:Caption:36
influenza,84:Caption:37
influenza,84:Caption:38
D.,84:Caption:39
S&W,80:Formation Of A Working Group ::: Development Of The Ethical Framework ::: Discussion:8
bacterial infection,95:Title:0
disseminated,95:Abstract:1
infections,95:Abstract:1
infection,95:Abstract:1
infections,95:Introduction:2
septicaemia,95:Introduction:2
meningitis,95:Introduction:2
conjunctival infections,95:Introduction:2
Brazilian purpuric fever,95:Introduction:2
infection,95:Introduction:2
infection,95:Introduction:6
bacterial infections,95:Discussion:30
respiratory syncytial virus (RSV) bronchiolitis,95:Discussion:30
meningococcal disease,95:Discussion:30
meningococcal disease,95:Discussion:30
infectious disease,95:Discussion:30
colonic carcinoma,95:Discussion:32
viral infections,95:Discussion:32
viral infection,95:Discussion:32
Hi infections,95:Discussion:32
viral infections,95:Discussion:32
infection,95:Discussion:33
infection,95:Discussion:33
infection,95:Caption:52
intestinal,94:Abstract:1
intestinal,94:Discussion:10
sodium,88:Abstract:1
neurotransmitter,88:Introduction:4
dopamine,88:Neurotransmitter Abnormalities:5
haloperidol,88:Neurotransmitter Abnormalities:5
furosemide,88:Neurotransmitter Abnormalities:6
digoxin,88:Neurotransmitter Abnormalities:6
glucocorticoids,88:Neurotransmitter Abnormalities:6
benzodiazepines,88:Neurotransmitter Abnormalities:6
Volatile anesthetics,88:Neurotransmitter Abnormalities:6
anesthetics,88:Neurotransmitter Abnormalities:6
anticholinergic,88:Neurotransmitter Abnormalities:6
anticholinergic substances,88:Neurotransmitter Abnormalities:6
anticholinergic,88:Neurotransmitter Abnormalities:6
individuals,88:Neurotransmitter Abnormalities:6
rat,88:Neurotransmitter Abnormalities:7
rat,88:Neurotransmitter Abnormalities:7
neurotransmitter,88:Neurotransmitter Abnormalities:8
dopamine,88:Neurotransmitter Abnormalities:8
serotonin,88:Neurotransmitter Abnormalities:8
γ-aminobutyric acid,88:Neurotransmitter Abnormalities:8
GABA,88:Neurotransmitter Abnormalities:8
norepinephrine,88:Neurotransmitter Abnormalities:8
noradrenaline,88:Neurotransmitter Abnormalities:8
glutamate,88:Neurotransmitter Abnormalities:8
dopamine,88:Neurotransmitter Abnormalities:8
Serotonin,88:Neurotransmitter Abnormalities:8
serotonin reuptake,88:Neurotransmitter Abnormalities:8
serotonin reuptake,88:Neurotransmitter Abnormalities:8
GABA,88:Neurotransmitter Abnormalities:9
aromatic amino acids,88:Neurotransmitter Abnormalities:9
neurotransmitters,88:Neurotransmitter Abnormalities:9
GABA,88:Neurotransmitter Abnormalities:9
ethanol,88:Neurotransmitter Abnormalities:9
benzodiazepine,88:Neurotransmitter Abnormalities:9
GABA,88:Neurotransmitter Abnormalities:9
Glutamate,88:Neurotransmitter Abnormalities:10
food,88:Neurotransmitter Abnormalities:10
monosodium glutamate,88:Neurotransmitter Abnormalities:10
neurotransmitter,88:Neurotransmitter Abnormalities:10
individuals,88:Occult Diffuse Brain Injury:11
animal,88:Occult Diffuse Brain Injury:12
oxygen,88:Occult Diffuse Brain Injury:13
individuals,88:Occult Diffuse Brain Injury:13
lipid,88:Occult Diffuse Brain Injury:15
antioxidant,88:Occult Diffuse Brain Injury:15
animals,88:Occult Diffuse Brain Injury:17
glucose,88:Occult Diffuse Brain Injury:17
glucose,88:Occult Diffuse Brain Injury:17
glucose,88:Occult Diffuse Brain Injury:17
humans,88:Occult Diffuse Brain Injury:18
MPB,88:Occult Diffuse Brain Injury:20
humans,88:Occult Diffuse Brain Injury:21
individuals,88:Occult Diffuse Brain Injury:21
sodium,88:Occult Diffuse Brain Injury:22
sodium ion,88:Occult Diffuse Brain Injury:22
sodium ion,88:Occult Diffuse Brain Injury:22
sodium,88:Occult Diffuse Brain Injury:22
nonhuman primate,88:Occult Diffuse Brain Injury:22
Haloperidol,88:Haloperidol ::: Emerging Therapeutics:23
haloperidol,88:Haloperidol ::: Emerging Therapeutics:23
haloperidol,88:Haloperidol ::: Emerging Therapeutics:23
haloperidol,88:Haloperidol ::: Emerging Therapeutics:23
haloperidol,88:Haloperidol ::: Emerging Therapeutics:23
acetylcholine,88:Donepezil ::: Emerging Therapeutics:25
Dexmedetomidine,88:Dexmedetomidine ::: Emerging Therapeutics:26
anticholinergic,88:Dexmedetomidine ::: Emerging Therapeutics:26
dexmedetomidine,88:Dexmedetomidine ::: Emerging Therapeutics:26
human,88:Recombinant Human Erythropoietin ::: Emerging Therapeutics:27
EPO,88:Recombinant Human Erythropoietin ::: Emerging Therapeutics:27
rHuEPO,88:Recombinant Human Erythropoietin ::: Emerging Therapeutics:27
rHuEPO,88:Recombinant Human Erythropoietin ::: Emerging Therapeutics:27
erythropoietin,88:Recombinant Human Erythropoietin ::: Emerging Therapeutics:27
chemically,88:Xenon ::: Emerging Therapeutics:28
anesthetic,88:Xenon ::: Emerging Therapeutics:28
rats,88:Xenon ::: Emerging Therapeutics:28
compounds,88:Other Potentially Therapeutic Agents ::: Emerging Therapeutics:29
Ethyl pyruvate,88:Other Potentially Therapeutic Agents ::: Emerging Therapeutics:29
pyruvate,88:Other Potentially Therapeutic Agents ::: Emerging Therapeutics:29
murine,88:Other Potentially Therapeutic Agents ::: Emerging Therapeutics:29
rat,88:Other Potentially Therapeutic Agents ::: Emerging Therapeutics:29
rodent,88:Other Potentially Therapeutic Agents ::: Emerging Therapeutics:29
humans,88:Other Potentially Therapeutic Agents ::: Emerging Therapeutics:29
MPB,88:Conclusion:32
sodium,88:Conclusion:32
GABA,88:Abbreviations:33
γ-aminobutyric acid,88:Abbreviations:33
human erythropoietin,88:Abbreviations:33
HIV,88:Caption:37
human,88:Caption:37
virus,88:Caption:37
5-HT,88:Caption:37
serotonin,88:Caption:37
5-hydroxytryptamine,88:Caption:37
GABA,88:Caption:37
γ-aminobutyric acid,88:Caption:37
norepinephrine,88:Caption:37
noradrenaline,88:Caption:37
R0pre+c,83:Introduction:4
[6]–[10,83:Introduction:4
∞,83:The Model:10
∞,83:The Model:10
∞,83:Single-Step Tracing Without Delays ::: Results:13
∞,83:Single-Step Tracing With Delays ::: Results:19
∞,83:Methods:37
∞,83:Methods:37
Avian Influenza,91:Title:0
outbreaks,91:Abstract:1
H5N1,91:Abstract:1
virus,91:Abstract:1
avian influenza,91:Abstract:1
HPAI,91:Abstract:1
HPAI,91:Abstract:1
HPAI,91:Abstract:1
farms,91:Abstract:1
avian influenza,91:Abstract:1
avian influenza,91:Introduction:2
H5N1,91:Introduction:2
humans,91:Introduction:2
human,91:Introduction:2
humans,91:Introduction:2
avian,91:Introduction:2
farms,91:Introduction:2
human,91:Introduction:2
Avian influenza,91:Introduction:3
water fowl,91:Introduction:3
low-pathogenic,91:Introduction:3
LPAI,91:Introduction:3
HPAI,91:Introduction:3
birds,91:Introduction:3
birds,91:Introduction:3
flocks,91:Introduction:3
farms,91:Introduction:3
birds,91:Introduction:3
HPAI,91:Introduction:3
human,91:Introduction:3
HPAI,91:Introduction:3
flocks,91:Introduction:3
farms,91:Introduction:3
farms,91:Introduction:3
flocks,91:Introduction:3
farms,91:Introduction:3
poultry,91:Introduction:3
outbreaks,91:Introduction:3
poultry farms,91:Introduction:4
farms,91:Introduction:4
farms,91:Introduction:4
virus,91:Introduction:4
HPAI,91:Introduction:5
HPAI,91:Introduction:5
HPAI,91:Introduction:5
avian influenza,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:6
poultry,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:6
farms,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:6
turkeys,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:6
avian influenza,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:6
waterfowl,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:6
H7N1 LPAI,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
turkeys,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
H7N1 HPAI,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
flocks,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
flocks,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
LPAI,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
HPAI,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
farms,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
HPAI,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
flocks,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
birds,91:2.1.1. Outbreak Of H7N1 In Italy In 1999/2000 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:7
H7N7,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:8
flocks,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:8
birds,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:8
flocks,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:8
poultry,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:8
HPAI,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:9
farms,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:9
farms,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:9
poultry,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:10
poultry products,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:10
farms,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:10
farms,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:10
farms,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:10
turkey flocks,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:10
flocks,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:10
flocks,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:10
birds,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:10
flocks,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:10
human,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:11
human-to-human,91:2.1.2. Outbreak Of H7N7 In The Netherlands In 2003 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:11
H7N3,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:12"
farms,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:12"
flocks,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:12"
poultry,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:12"
poultry,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:12"
broiler,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:13"
birds,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:13"
bird,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:13"
flocks,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:13"
farms,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:14"
birds,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:14"
birds,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:14"
farms,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:15"
bird,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:15"
virus,"91:2.1.3. Outbreak Of Hpai H7N3 In British Columbia, Canada In 2004 ::: 2.1. Highly Pathogenic Avian Influenza Outbreaks ::: Methods:15"
density7and,91:2.2.1. Maximum Likelihood Estimation Of The Generation Time ::: 2.2 Statistical Estimation Of The Reproductive Number ::: Methods:17
Simplex,91:2.2.1. Maximum Likelihood Estimation Of The Generation Time ::: 2.2 Statistical Estimation Of The Reproductive Number ::: Methods:17
farms,91:2.2.2. Estimation Of The Reproductive Number ::: 2.2 Statistical Estimation Of The Reproductive Number ::: Methods:19
farms,91:3.1. Generation Time Distribution ::: Results:23
